year,title,category,nominee,artist,nominated,decade
1996,39th Annual GRAMMY Awards  (1996),"Best Music Video, Short Form",Free As A Bird,The Beatles,True,1990
1996,39th Annual GRAMMY Awards  (1996),"Best Music Video, Long Form",The Beatles Anthology,The Beatles,True,1990
1995,38th Annual GRAMMY Awards  (1995),Record Of The Year,Kiss From A Rose,Seal,True,1990
1995,38th Annual GRAMMY Awards  (1995),Album Of The Year,Jagged Little Pill,Alanis Morissette,True,1990
1995,38th Annual GRAMMY Awards  (1995),Song Of The Year,Kiss From A Rose,Seal,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best New Artist,Hootie & The Blowfish,Hootie & The Blowfish,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Female Pop Vocal Performance,"No More ""I Love You's""",Annie Lennox,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Male Pop Vocal Performance,Kiss From A Rose,Seal,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Pop Performance By A Duo Or Group With Vocal,Let Her Cry,Hootie & The Blowfish,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Pop Collaboration With Vocals,Have I Told You Lately That I Love You?,The Chieftains & Van Morrison,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Pop Instrumental Performance,Mariachi Suite,Los Lobos,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Pop Album,Turbulent Indigo,Joni Mitchell,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Traditional Pop Vocal Performance,Duets II,Frank Sinatra,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Country Album,The Woman In Me,Shania Twain,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Female Rock Vocal Performance,You Oughta Know,Alanis Morissette,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Male Rock Vocal Performance,You Don't Know How It Feels,Tom Petty,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Rock Performance By A Duo Or Group With Vocal,Run-Around,Blues Traveler,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Hard Rock Performance,Spin The Black Circle,Pearl Jam,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Metal Performance,Happiness In Slavery,Nine Inch Nails,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Rock Instrumental Performance,Jessica,The Allman Brothers Band,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Rock Song,You Oughta Know,Alanis Morissette,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Rock Album,Jagged Little Pill,Alanis Morissette,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Alternative Music Performance,MTV Unplugged In New York,Nirvana,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Female R&B Vocal Performance,I Apologize,Anita Baker,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Male R&B Vocal Performance,For Your Love,Stevie Wonder,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best R&B Performance By A Duo Or Group With Vocal,Creep,TLC,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Rhythm & Blues Song,For Your Love,Stevie Wonder,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best R&B Album,Crazysexycool,TLC,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Rap Solo Performance,Gangsta's Paradise,Coolio,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Rap Performance By A Duo Or Group,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Rap Album,Poverty's Paradise,Naughty By Nature,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Female Country Vocal Performance,"Baby, Now That I've Found You",Alison Krauss,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Male Country Vocal Performance,Go Rest High On That Mountain,Vince Gill,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Country Performance By A Duo Or Group With Vocal,Here Comes The Rain,The Mavericks,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Country Collaboration With Vocals,Somewhere In The Vicinity Of The Heart,Shenandoah & Alison Krauss,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Country Instrumental Performance,Hightower,Asleep At The Wheel Featuring Béla Fleck & Johnny Gimble,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Country Song,Go Rest High On That Mountain,Vince Gill,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Bluegrass Album,Unleashed,The Nashville Bluegrass Band,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best New Age Album,Forest,George Winston,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Contemporary Jazz Performance,We Live Here,Pat Metheny Group,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Jazz Vocal Performance,An Evening With Lena Horne,Lena Horne,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Jazz Instrumental Solo,Impressions,Michael Brecker,True,1990
1995,38th Annual GRAMMY Awards  (1995),"Best Jazz Instrumental Performance, Individual Or Group",Infinity,McCoy Tyner Trio & Michael Brecker,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Large Jazz Ensemble Performance,All Blues,Tom Scott (GRP All-Star Big Band),True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Latin Jazz Performance,Antonio Brasileiro,Jobim,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Rock Gospel Album,Lesson Of Love,Ashley Cleveland,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Pop/Contemporary Gospel Album,I'll Lead You Home,Michael W. Smith,True,1990
1995,38th Annual GRAMMY Awards  (1995),"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",Amazing Grace - A Country Salute To Gospel,Various Artists,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Traditional Soul Gospel Album,Shirley Caesar Live - He Will Come,Shirley Caesar,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Contemporary Soul Gospel Album,Alone In His Presence,CeCe Winans,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Gospel Album By A Choir Or Chorus,Praise Him - Live!,The Brooklyn Tabernacle Choir,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Latin Pop Performance,Amor,Jon Secada,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Tropical Latin Performance,Abriendo Puertas,Gloria Estefan,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Mexican-American/Tejano Music Performance,Flaco Jimenez,Flaco Jimenez,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Traditional Blues Album,Chill Out,John Lee Hooker,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Contemporary Blues Album,Slippin' In,Buddy Guy,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Traditional Folk Album,South Coast,Ramblin' Jack Elliott,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Contemporary Folk Album,Wrecking Ball,Emmylou Harris,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Reggae Album,Boombastic,Shaggy,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best World Music Album,Boheme,Deep Forest,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Polka Album,I Love To Polka,Jimmy Sturr,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Musical Album For Children,Sleepy Time Lullabys,Barbara Bailey Hutchison,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Classical Vocal Performance,The Echoing Air - The Music Of Henry Purcell,Academy Of Ancient Music,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Spoken Word Album For Children,Prokofiev: Peter And The Wolf,Patrick Stewart,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Spoken Word Or Non-Musical Album,Phenomenal Woman,Maya Angelou,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Spoken Comedy Album,Crank Calls,Jonathan Winters,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Musical Show Album,Smokey Joe's Cafe - The Songs Of Leiber & Stoller,Original Broadway Cast,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Instrumental Composition,A View From The Side,The Bill Holman Band,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Instrumental Composition Written For A Motion Picture Or For Television,Crimson Tide,Hans Zimmer,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Song Written Specifically For A Motion Picture Or For Television,Colors Of The Wind (From Pocahontas),"Alan Menken & Stephen Schwartz, songwriters (Vanessa Williams & Judy Kuhn)",True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Instrumental Arrangement,Lament,J.J. Johnson & The Robert Farnon Orchestra,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Instrumental Arrangement With Accompanying Vocal(s),I Get A Kick Out Of You,Mel Tormé with Rob McConnell & The Boss Brass,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Recording Package,Turbulent Indigo,Joni Mitchell,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Recording Package - Boxed,Civilization Phaze III,Frank Zappa,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Album Notes,"The Complete Stax/Volt Soul Singles, Vol. 3: 1972-1975",Various Artists,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Historical Album,The Heifetz Collection,Jascha Heifetz & Various Artists,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Engineered Album - Non-Classical,Wildflowers,Tom Petty,True,1990
1995,38th Annual GRAMMY Awards  (1995),Producer Of The Year,Babyface,Babyface,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Classical Engineered Recording,"Bartók: Concerto For Orchestra; ""Kossuth"" - Symphonic Poem","Herbert Blomstedt, conductor",True,1990
1995,38th Annual GRAMMY Awards  (1995),Classical Producer Of The Year,Steven Epstein,Steven Epstein,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Classical Album,Debussy: La Mer; Nocturnes; Jeux,Pierre Boulez,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Orchestral Performance,Debussy: La Mer,Cleveland Orchestra,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Opera Recording,Berlioz: Les Troyens,Chorus De L'Orchestre Symphonie Montreal; L'Orchestra Symphonie Montreal,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Choral Performance,Brahms: Ein Deutsches Requiem,San Francisco Symphony Chorus; San Francisco Symphony Orchestra,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Instrumental Soloist(s) Performance (With Orchestra),"The American Album - Works Of Bernstein, Barber, Foss",Boston Symphony Orchestra,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Instrumental Soloist Performance (Without Orchestra),Schubert: Piano Sonatas (B Flat Major And A Major),Radu Lupu,True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Chamber Music Performance,Brahms/Beethoven/Mozart: Clarinet Trios,"Emanuel Ax, Yo-Yo Ma & Richard Stoltzman",True,1990
1995,38th Annual GRAMMY Awards  (1995),Best Classical Contemporary Composition,Messiaen: Concert A Quatre,Olivier Messiaen,True,1990
1995,38th Annual GRAMMY Awards  (1995),"Best Music Video, Short Form",Scream,Michael Jackson & Janet Jackson,True,1990
1995,38th Annual GRAMMY Awards  (1995),"Best Music Video, Long Form",Secret World Live,Peter Gabriel,True,1990
1994,37th Annual GRAMMY Awards  (1994),Record Of The Year,All I Wanna Do,Sheryl Crow,True,1990
1994,37th Annual GRAMMY Awards  (1994),Album Of The Year,MTV Unplugged,Tony Bennett,True,1990
1994,37th Annual GRAMMY Awards  (1994),Song Of The Year,Streets Of Philadelphia,Bruce Springsteen,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best New Artist,Sheryl Crow,Sheryl Crow,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Female Pop Vocal Performance,All I Wanna Do,Sheryl Crow,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Male Pop Vocal Performance,Can You Feel The Love Tonight,Elton John,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Pop Performance By A Duo Or Group With Vocal,I Swear,All-4-One,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Pop Vocal Collaboration,Funny How Time Slips Away,Al Green & Lyle Lovett,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Pop Instrumental Performance,Cruisin',Booker T & The MG's,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Pop Album,Longing In Their Hearts,Bonnie Raitt,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Traditional Pop Vocal Performance,MTV Unplugged,Tony Bennett,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Female Rock Vocal Performance,Come To My Window,Melissa Etheridge,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Male Rock Vocal Performance,Streets Of Philadelphia,Bruce Springsteen,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Rock Performance By A Duo Or Group With Vocal,Crazy,Aerosmith,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Hard Rock Performance,Black Hole Sun,Soundgarden,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Metal Performance,Spoonman,Soundgarden,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Rock Instrumental Performance,Marooned,Pink Floyd,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Rock Song,Streets Of Philadelphia,Bruce Springsteen,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Rock Album,Voodoo Lounge,The Rolling Stones,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Alternative Music Performance,Dookie,Green Day,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Female R&B Vocal Performance,Breathe Again,Toni Braxton,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Male R&B Vocal Performance,When Can I See You,Babyface,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best R&B Performance By A Duo Or Group With Vocal,I'll Make Love To You,Boyz II Men,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Rhythm & Blues Song,I'll Make Love To You,Boyz II Men,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best R&B Album,II,Boyz II Men,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Rap Solo Performance,U.N.I.T.Y.,Queen Latifah,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Rap Performance By A Duo Or Group,None Of Your Business,Salt-N-Pepa,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Female Country Vocal Performance,Shut Up And Kiss Me,Mary Chapin Carpenter,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Male Country Vocal Performance,When Love Finds You,Vince Gill,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Country Performance By A Duo Or Group With Vocal,Blues For Dixie,Asleep At The Wheel & Lyle Lovett,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Country Vocal Collaboration,I Fall To Pieces,Aaron Neville & Trisha Yearwood,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Country Instrumental Performance,Young Thing,Chet Atkins,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Country Song,I Swear,John Michael Montgomery,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Country Album,Stones In The Road,Mary Chapin Carpenter,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Bluegrass Album,The Great Dobro Sessions,Various Artists,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best New Age Album,Prayer For The Wild Things,Paul Winter,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Contemporary Jazz Performance,Out Of The Loop,Brecker Brothers,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Jazz Vocal Performance,Mystery Lady - Songs Of Billie Holiday,Etta James,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Jazz Instrumental Solo,Prelude To A Kiss,Benny Carter,True,1990
1994,37th Annual GRAMMY Awards  (1994),"Best Jazz Instrumental Performance, Individual Or Group",A Tribute To Miles,"Ron Carter, Herbie Hancock, Wallace Roney, Wayne Shorter & Tony Williams",True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Large Jazz Ensemble Performance,Journey,McCoy Tyner Big Band,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Latin Jazz Performance,Danzon,Arturo Sandoval,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Rock Gospel Album,Wake-Up Call,Petra,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,True,1990
1994,37th Annual GRAMMY Awards  (1994),"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",I Know Who Holds Tomorrow,Alison Krauss & The Cox Family,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Contemporary Soul Gospel Album,Join The Band,Take 6,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Gospel Album By A Choir Or Chorus,Live In Atlanta At Morehouse College,The Love Fellowship Crusade Choir,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Gospel Album By A Choir Or Chorus,Through God's Eyes,Thompson Community Singers,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Latin Pop Performance,Segundo Romance,Luis Miguel,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Tropical Latin Performance,Master Sessions Volume 1,Cachao,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Mexican-American Performance,Recuerdo A Javier Solis,Vikki Carr,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Traditional Blues Album,From The Cradle,Eric Clapton,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Contemporary Blues Album,Father Father,Pops Staples,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Traditional Folk Album,World Gone Wrong,Bob Dylan,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Contemporary Folk Album,American Recordings,Johnny Cash,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Reggae Album,Crucial! Roots Classics,Bunny Wailer,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best World Music Album,Talking Timbuktu,Ali Farka Toure & Ry Cooder,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Polka Album,Music And Friends,Walter Ostanek Band,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Musical Album For Children,The Lion King - Original Motion Picture Soundtrack,Various Artists,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Spoken Word Album For Children,The Lion King Read-Along,Robert Guillaume,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Spoken Word Or Non-Musical Album,Get In The Van - On The Road With Black Flag,Henry Rollins,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Spoken Comedy Album,Live From Hell,Sam Kinison,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Musical Show Album,Passion,Original Broadway Cast,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Instrumental Composition,African Skies,Michael Brecker,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Instrumental Composition Written For A Motion Picture Or For Television,Schindler's List,John Williams,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Song Written Specifically For A Motion Picture Or For Television,Streets Of Philadelphia (From Philadelphia),"Bruce Springsteen, songwriter (Bruce Springsteen)",True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Instrumental Arrangement,Three Cowboy Songs,Dave Grusin,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Instrumental Arrangement With Accompanying Vocals,Circle Of Life,Carmen Twillie,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Recording Package,Tribute To The Music Of Bob Wills & The Texas Playboys,Asleep At The Wheel,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Recording Package - Boxed,The Complete Ella Fitzgerald Songbooks,Ella Fitzgerald,True,1990
1976,19th Annual GRAMMY Awards  (1976),Best Country Vocal Performance By A Duo Or Group,The End Is Not In Sight (The Cowboy Tune),Amazing Rhythm Aces,True,1970
1994,37th Annual GRAMMY Awards  (1994),Best Historical Album,The Complete Ella Fitzgerald Song Books On Verve,Ella Fitzgerald,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Engineered Album - Non-Classical,Longing In Their Hearts,Bonnie Raitt,True,1990
1994,37th Annual GRAMMY Awards  (1994),Producer Of The Year,Don Was,Don Was,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Classical Engineered Recording,"Copland: Music For Films (The Red Pony, Our Town, Etc.)","Leonard Slatkin, conductor",True,1990
1994,37th Annual GRAMMY Awards  (1994),Classical Producer Of The Year,Andrew Cornall,Andrew Cornall,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Classical Album,"Bartók: Concerto For Orchestra; Four Orchestral Pieces, Op. 12",Pierre Boulez,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Orchestral Performance,"Bartók: Concerto For Orchestra: Four Orchestral Pieces, Op. 12",Chicago Symphony Orchestra,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Opera Recording,Floyd: Susannah,Chorus Of Opera De Lyon; Orchestre Of Opera De Lyon,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Choral Performance,Berlioz: Messe Solennelle,Monteverdi Choir; Orchestre Revolutionnaire Et Romantique,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Instrumental Soloist Performance (With Orchestra),"The New York Album - Works Of Albert, Bartok & Bloch",Baltimore Orchestra,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Instrumental Soloist Performance Without Orchestra,"Haydn: Piano Sonatas, Nos. 32, 47, 53, 59",Emanuel Ax,True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Chamber Music Performance,Beethoven/Mozart: Quintets (Chicago-Berlin),"Daniel Barenboim, Dale Clevenger, Larry Combs, Daniele Damiano & Hansjorg Schellenberger",True,1990
1994,37th Annual GRAMMY Awards  (1994),Best Classical Contemporary Composition,Albert: Cello Concerto,Stephen Albert,True,1990
1994,37th Annual GRAMMY Awards  (1994),"Best Music Video, Short Form",Love Is Strong,The Rolling Stones,True,1990
1994,37th Annual GRAMMY Awards  (1994),"Best Music Video, Long Form",Zoo TV - Live From Sydney,U2,True,1990
1993,36th Annual GRAMMY Awards  (1993),Record Of The Year,I Will Always Love You,Whitney Houston,True,1990
1993,36th Annual GRAMMY Awards  (1993),Album Of The Year,The Bodyguard - Original Soundtrack Album,Whitney Houston,True,1990
1993,36th Annual GRAMMY Awards  (1993),Song Of The Year,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best New Artist,Toni Braxton,Toni Braxton,True,1990
1993,36th Annual GRAMMY Awards  (1993),"Best Pop Vocal Performance, Female",I Will Always Love You,Whitney Houston,True,1990
1993,36th Annual GRAMMY Awards  (1993),"Best Pop Vocal Performance, Male",If I Ever Lose My Faith In You,Sting,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Pop Performance By A Duo Or Group With Vocal,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Traditional Pop Vocal Performance,Steppin' Out,Tony Bennett,True,1990
1974,17th Annual GRAMMY Awards  (1974),Best Producer Of The Year,Thom Bell,Thom Bell,True,1970
1993,36th Annual GRAMMY Awards  (1993),Best Pop Instrumental Performance,Barcelona Mona,Bruce Hornsby & Branford Marsalis,True,1990
1993,36th Annual GRAMMY Awards  (1993),"Best Rock Vocal Performance, Solo",I'd Do Anything For Love (But I Won't Do That),Meat Loaf,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Rock Performance By A Duo Or Group With Vocal,Livin' On The Edge,Aerosmith,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Hard Rock Performance With Vocal,Plush,Stone Temple Pilots,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Metal Performance With Vocal,I Don't Want To Change The World,Ozzy Osbourne,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Rock Instrumental Performance,Sofa,Steve Vai,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Rock Song,Runaway Train,Soul Asylum,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Alternative Music Album,Zooropa,U2,True,1990
1993,36th Annual GRAMMY Awards  (1993),"Best R&B Vocal Performance, Female",Another Sad Love Song,Toni Braxton,True,1990
1993,36th Annual GRAMMY Awards  (1993),"Best R&B Vocal Performance, Male",A Song For You,Ray Charles,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best R&B Performance By A Duo Or Group With Vocal,No Ordinary Love,Sade,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Rhythm & Blues Song,That's The Way Love Goes,Janet Jackson,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Rap Solo Performance,Let Me Ride,Dr. Dre,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Rap Performance By A Duo Or Group,Rebirth Of Slick (Cool Like Dat),Digable Planets,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best New Age Album,Spanish Angel,Paul Winter Consort,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Contemporary Jazz Performance (Instrumental),The Road To You,Pat Metheny Group,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Jazz Vocal Performance,Take A Look,Natalie Cole,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Jazz Instrumental Solo,Miles Ahead,Joe Henderson,True,1990
1993,36th Annual GRAMMY Awards  (1993),"Best Jazz Instrumental Performance, Individual Or Group","So Near, So Far (Musings For Miles)",Joe Henderson,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Large Jazz Ensemble Performance,Miles And Quincy Live At Montreux,Miles Davis & Quincy Jones,True,1990
1993,36th Annual GRAMMY Awards  (1993),"Best Country Vocal Performance, Female",Passionate Kisses,Mary Chapin Carpenter,True,1990
1993,36th Annual GRAMMY Awards  (1993),"Best Country Vocal Performance, Male",Ain't That Lonely Yet,Dwight Yoakam,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Country Performance By A Duo Or Group With Vocal,Hard Workin' Man,Brooks & Dunn,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Country Vocal Collaboration,Does He Love You,Reba McEntire & Linda Davis,True,1990
1981,24th Annual GRAMMY Awards  (1981),Best Engineered Recording - Non-Classical,Gaucho,Steely Dan,True,1980
1993,36th Annual GRAMMY Awards  (1993),Best Country Instrumental Performance,Red Wing,"Asleep At The Wheel Featuring Eldon Shamblin, Johnny Gimble, Chet Atkins, Vince Gill, Marty Stuart & Reuben ""Lucky Oceans"" Gosfield",True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Bluegrass Album,Waitin' For The Hard Times To Go,The Nashville Bluegrass Band,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Country Song,Passionate Kisses,Mary Chapin Carpenter,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Rock Gospel Album,Free At Last,dc Talk,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Pop/Contemporary Gospel Album,The Live Adventure,Steven Curtis Chapman,True,1990
1993,36th Annual GRAMMY Awards  (1993),"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",Good News,Kathy Mattea,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Traditional Soul Gospel Album,Stand Still,Shirley Caesar,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Contemporary Soul Gospel Album,All Out,The Winans,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Gospel Album By A Choir Or Chorus,Live...We Come Rejoicing,Brooklyn Tabernacle Choir,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Latin Pop Album,Aries,Luis Miguel,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Tropical Latin Album,Mi Tierra,Gloria Estefan,True,1990
1993,36th Annual GRAMMY Awards  (1993),Best Mexican-American Album,Live,Selena,True,1990
